"survey_year","respondent_no","응답코드","패널코드","성별","나이","세대","거주 지역(상세)","거주 지역","사업장 인원","사업장 지역","업종","업종__기타_텍스트","기업 유형","기업 유형__기타_텍스트","직책","총 경력","현 직장 재직 기간","직무","직무__기타_텍스트","사무실 출근일수","업무 특성 (독립/협업)","업무 특성 (정형/창의)","리더 유형 (관리/위임) (본인)","리더 유형 (관리/위임) (직속 리더)","업무 시간의 자율성","업무 장소의 자율성","업무 프로세스의 자율성","협업 대상의 자율성","목표 설정의 자율성","혼자서 주어진 업무 빠르게 처리하기","혼자서 창의적인 아이디어 구상하기","혼자서 복잡한 내용 분석하고 정리하기","혼자서 기분 전환/휴식을 위해 리프레시하기","리더에게 업무 보고하기","리더와 자유롭게 논의하기","리더와 편안한 스몰 토크 나누기","리더와 업무 관련 1:1 대화 나누기","팀원(들)에게 업무 공유하기","팀원(들)과 자유롭게 논의하기","팀원(들)과 편안한 스몰 토크 나누기","팀원과 업무 관련 1:1 대화 나누기","팀원 외 구성원과 편안한 스몰 토크 나누기","팀원 외 구성원과 업무 관련 1:1 대화 나누기","팀원 외 구성원과 만나는 이벤트/행사 참석하기","주의 (Attentive)","흥미 (Interested)","열정 (Enthusiastic)","영감 (Inspired)","활기 (Active)","괴로움 (Distressed)","분노 (Upset)","짜증 (Irritable)","두려움 (Afraid)","긴장 (Nervous)","자리를 떠나 일해도 되는 분위기","다양성이 존중되는 분위기","개인의 상황을 배려하는 분위기","수평적으로 소통하는 분위기","정제되지 않은 생각부터 나누는 분위기","문제를 솔직하게 꺼내는 분위기","서로 친하게 지내는 분위기","목표와 방향을 맞춰 가는 분위기","전문성과 강점을 신뢰하는 분위기","조직의 핵심 가치/비전을 알고 있음","조직의 핵심 가치/비전에 공감함","조직의 핵심 가치/비전을 실천하고 있음","의미-1","의미-2","의미-3","유능성-1","유능성-2","유능성-3","자기결정감-1","자기결정감-2","자기결정감-3","영향력-1","영향력-2","영향력-3","의미 평균","유능성 평균","자기결정감 평균","영향력 평균","심리적 임파워먼트 평균","현재 좌석 운영 방식 (고정/자율)","현재 좌석 운영 방식 (고정/자율)__기타_텍스트","선호하는 좌석 운영 방식 (고정/자율)","선호하는 좌석 운영 방식 (고정/자율)__기타_텍스트","개인 좌석 - 주변 시선 차단 여부","개인 좌석 - 주변 소음 차단 여부","개인 좌석 - 책상/의자 조절 가능 여부","개인 좌석 - 자연광 접촉 가능 여부","업무층 환경 - 밀도가 적절한가","업무층 환경 - 조도/밝기가 적절한가","업무층 환경 - 식물/플랜테리어가 조성되어 있는가","업무층 환경 - 좌석 형태/구성이 다양한가","직원들과 가까운 곳에 있는가","직원들에게 시각적으로 열려 있는가","회의 가구나 장비가 있는가","위계감을 덜어주는 편안한 분위기인가","소규모 회의 공간(2-4인 규모)이 적절히 계획됐는가","중규모 회의 공간(5-8인 규모)이 적절히 계획됐는가","대규모 회의 공간(9인 이상)이 적절히 계획됐는가","아이디어를 그림/판서로 표현할 수 있는가","긴장감을 덜어주는 편안한 분위기인가","예약 없이 사용할 수 있는 회의 공간이 있는가","그룹(팀/TF) 전용 협업 공간이 있는가","라운지 계획 여부","다양한 사람이 접근하기 쉬운 위치에 있는가","커피, 간식 등 식음 요소가 있는가","다인원 이벤트/행사를 할 수 있는가","주변 시선/소음이 가려지는 대화 공간이 있는가","심미적으로 아름답게 디자인되어 있는가","회사의 아이덴티티를 느낄 수 있는가","자리를 떠나 일할 수 있는 ‘프라이빗한’ 공간이 있는가","자리를 떠나 일할 수 있는 ‘오픈된’ 공간이 있는가","개인 휴식 공간","옥외 공간 (테라스, 산책로 등)","조직 문화를 반영한 오피스의 긍정적 효과","조직 문화를 반영한 오피스의 긍정적 효과__회사의 방향성에 구성원의 업무 목표를 연계시키기 용이","조직 문화를 반영한 오피스의 긍정적 효과__회사에 대한 구성원의 신뢰 증진","조직 문화를 반영한 오피스의 긍정적 효과__업무 몰입도 증진","조직 문화를 반영한 오피스의 긍정적 효과__공동체 의식 & 조직 소속감 증진","조직 문화를 반영한 오피스의 긍정적 효과__심리적 안전감 증진","조직 문화를 반영한 오피스의 긍정적 효과__일하는 공간에 대한 구성원들의 만족도 증진","조직 문화를 반영한 오피스의 긍정적 효과__기타 (직접 입력)","조직 문화를 반영한 오피스의 긍정적 효과__기타_텍스트"
"2025","1460","id_j4081mej","anon_01K5DAQ4XVJHPFQK6H1Q8MNEJA","여","30","후기 밀레니얼(1989-1995)","경기","서울 외 수도권","1,000인 이상","경기도","제조/생산","","대기업","","실무진급","5년이상-10년미만","5년이상-10년미만","연구/R&D","","주 5일","4","1","","1","4","2","3","4","4","6","4","6","3","6","4","3","3","6","2","5","4","6","2","4","5","4","2","3","4","7","6","7","5","6","1","5","5","4","4","5","5","4","5","5","6","5","4","3","3","5","5","5","6","6","5","4","4","5","3.33","5","5.67","4.33","4.58","고정좌석제 (지정된 개인 책상 사용)","","자율좌석제 (지정된 자리 없이 원하는 자리 예약 사용)","","3","2","5","2","4","4","4","2","4","4","3","3","2","4","4","5","3","3","1","라운지/공용공간이 있다","4","4","2","2","3","2","3","2","2","3","회사의 방향성에 구성원의 업무 목표를 연계시키기 용이|회사에 대한 구성원의 신뢰 증진|공동체 의식 & 조직 소속감 증진|심리적 안전감 증진","선택","선택","미선택","선택","선택","미선택","미선택",""
"2025","1461","id_60ntpg8y","anon_01K5DAQ4XVFZS0R766E0TGEKXD","남","48","X세대(1970-1980)","경기","서울 외 수도권","300~999인","충청남도","제조/생산","","중견/중소기업","","관리자급","20년이상","1년이상-5년미만","생산/제조","","주 5일","4","2","5","","3","3","3","3","3","6","4","5","4","6","5","5","4","6","6","5","5","5","5","4","5","5","5","4","5","3","4","4","3","5","4","4","4","4","4","4","4","4","4","5","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","고정좌석제 (지정된 개인 책상 사용)","","고정좌석제 (지정된 개인 책상 사용)","","4","4","4","4","4","4","3","1","1","4","1","4","4","4","4","4","4","4","1","라운지/공용공간이 있다","3","4","1","3","3","2","4","4","4","1","회사의 방향성에 구성원의 업무 목표를 연계시키기 용이|회사에 대한 구성원의 신뢰 증진|업무 몰입도 증진|공동체 의식 & 조직 소속감 증진|심리적 안전감 증진|일하는 공간에 대한 구성원들의 만족도 증진","선택","선택","선택","선택","선택","선택","미선택",""
"2025","1462","id_ciy3hv2w","anon_01K5DAQ4XVYXBZBCG8P2PWZQ3K","남","40","전기 밀레니얼(1981-1988)","인천","서울 외 수도권","100~299인","인천광역시","IT/통신","","중견/중소기업","","실무진급","15년이상-20년미만","15년이상-20년미만","IT/개발/데이터","","주 5일","4","3","","3","3","3","3","2","3","4","5","4","4","6","5","5","5","6","6","4","4","4","3","5","3","5","5","5","4","4","4","5","5","4","4","5","4","4","5","4","5","5","5","4","5","5","5","5","5","5","6","5","5","6","5","5","4","5","5","5.33","5.33","4.67","5.08","고정좌석제 (지정된 개인 책상 사용)","","고정좌석제 (지정된 개인 책상 사용)","","4","3","4","2","2","4","3","2","4","4","3","3","3","3","3","3","3","2","3","라운지/공용공간이 있다","3","3","3","3","3","3","3","3","4","4","심리적 안전감 증진|일하는 공간에 대한 구성원들의 만족도 증진","미선택","미선택","미선택","미선택","선택","선택","미선택",""
"2025","1463","id_f4ezecmr","anon_01K5DAQ4XV4V18HPGE3H2ZBBKA","여","39","전기 밀레니얼(1981-1988)","서울","서울","1,000인 이상","서울특별시","IT/통신","","대기업","","실무진급","15년이상-20년미만","15년이상-20년미만","기획/전략","","주 5일","4","2","","3","4","3","4","3","3","7","3","6","3","7","5","3","4","6","5","6","5","3","2","5","7","2","6","2","4","5","2","3","3","6","5","4","6","4","4","4","5","6","6","7","7","7","6","6","6","4","6","5","5","4","6","4","4","5","6","5","5","4.33","5.08","고정+자율좌석제 혼합","","고정좌석제 (지정된 개인 책상 사용)","","5","4","5","3","4","4","4","3","4","4","4","5","5","5","5","5","5","3","4","라운지/공용공간이 있다","5","5","5","5","5","4","5","4","5","5","업무 몰입도 증진|공동체 의식 & 조직 소속감 증진|일하는 공간에 대한 구성원들의 만족도 증진","미선택","미선택","선택","선택","미선택","선택","미선택",""
"2025","1464","id_j49gtti9","anon_01K5DAQ4XVF9FC0KD99Z2H7CRX","여","39","전기 밀레니얼(1981-1988)","경기","서울 외 수도권","1,000인 이상","경기도","제조/생산","","대기업","","실무진급","20년이상","20년이상","연구/R&D","","주 5일","3","3","","3","5","4","4","5","5","6","7","7","7","6","5","5","6","6","5","5","5","4","4","6","6","6","4","6","5","7","5","6","6","6","4","6","5","6","5","6","5","7","3","6","4","4","4","6","6","7","4","7","7","4","4","5","7","4","5.33","6","5","5.33","5.42","고정+자율좌석제 혼합","","자율좌석제 (지정된 자리 없이 원하는 자리 예약 사용)","","3","4","4","5","4","4","5","5","4","3","4","5","4","5","5","5","5","5","4","라운지/공용공간이 있다","3","5","5","4","4","4","2","2","2","5","회사에 대한 구성원의 신뢰 증진|심리적 안전감 증진","미선택","선택","미선택","미선택","선택","미선택","미선택",""
"2025","1465","id_2zfj7i3s","anon_01K5DAQ4XVA1417FMFC04W42BQ","여","27","Z세대(1996-2004)","서울","서울","300~999인","서울특별시","유통/판매","","대기업","","실무진급","1년이상-5년미만","1년이상-5년미만","경영지원(총무, 인사, 회계 등)","","주 5일","5","1","","5","2","4","1","3","3","4","1","2","3","4","1","3","1","3","1","3","1","4","4","1","4","1","1","2","1","4","4","6","1","3","1","1","1","1","1","1","3","2","2","5","4","3","4","4","4","3","4","6","3","5","4","3","5","3","4","4.33","4","3.67","4","고정좌석제 (지정된 개인 책상 사용)","","고정좌석제 (지정된 개인 책상 사용)","","1","1","3","1","2","1","1","1","5","4","1","3","2","3","4","4","3","4","1","라운지/공용공간이 없다","","","","","","","1","1","5","1","공동체 의식 & 조직 소속감 증진","미선택","미선택","미선택","선택","미선택","미선택","미선택",""
"2025","1466","id_9mk3o4im","anon_01K5DAQ4XVPZTRZ9SHCMVJ0AVM","여","31","후기 밀레니얼(1989-1995)","경기","서울 외 수도권","300~999인","경기도","제조/생산","","중견/중소기업","","실무진급","1년이상-5년미만","1년이상-5년미만","경영지원(총무, 인사, 회계 등)","","주 5일","3","3","","2","3","2","3","2","3","6","4","4","3","4","4","5","4","5","4","5","5","5","5","4","4","4","4","3","4","2","3","3","2","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","5","5","5","5","5","5","5","5","5.33","5","5","5.08","고정좌석제 (지정된 개인 책상 사용)","","고정좌석제 (지정된 개인 책상 사용)","","1","2","3","4","5","4","3","2","3","4","3","3","3","3","3","3","3","3","3","라운지/공용공간이 있다","3","4","3","3","4","4","3","4","5","4","회사의 방향성에 구성원의 업무 목표를 연계시키기 용이|회사에 대한 구성원의 신뢰 증진|업무 몰입도 증진|공동체 의식 & 조직 소속감 증진|심리적 안전감 증진|일하는 공간에 대한 구성원들의 만족도 증진","선택","선택","선택","선택","선택","선택","미선택",""
"2025","1467","id_js8dlxq3","anon_01K5DAQ4XVTY6NJ2TSRFSVAF6C","여","27","Z세대(1996-2004)","서울","서울","1,000인 이상","서울특별시","건설/시공","","대기업","","실무진급","1년이상-5년미만","1년이상-5년미만","기획/전략","","주 5일","4","2","","1","4","3","3","2","3","5","3","5","5","5","2","4","4","6","3","5","3","6","5","5","6","5","4","3","5","4","5","5","4","5","4","4","5","4","4","3","6","5","6","5","5","4","5","5","4","4","5","4","5","5","5","4","4","4","4.67","4.33","5","4","4.5","고정+자율좌석제 혼합","","고정좌석제 (지정된 개인 책상 사용)","","3","4","5","5","5","5","5","5","5","3","5","3","4","5","5","5","3","3","3","라운지/공용공간이 있다","3","4","3","3","4","3","5","5","4","3","업무 몰입도 증진|공동체 의식 & 조직 소속감 증진|심리적 안전감 증진|일하는 공간에 대한 구성원들의 만족도 증진","미선택","미선택","선택","선택","선택","선택","미선택",""
"2025","1468","id_xqnh0vo1","anon_01K5DAQ4XVG7B6ZA7520TKF0BT","여","27","Z세대(1996-2004)","경기","서울 외 수도권","300~999인","경기도","제조/생산","","중견/중소기업","","실무진급","1년이상-5년미만","1년이상-5년미만","경영지원(총무, 인사, 회계 등)","","주 5일","5","4","","5","1","1","1","2","1","7","6","6","1","7","2","1","1","7","7","7","7","6","7","3","6","3","3","4","2","7","7","6","7","7","1","4","6","1","2","3","5","1","1","6","2","1","7","7","7","7","7","7","3","7","2","5","2","6","7","7","4","4.33","5.58","고정좌석제 (지정된 개인 책상 사용)","","기타 (직접 입력)","그냥 뭐든 좋으니 환경만 쾌적했으면…","4","2","1","1","2","3","1","2","5","5","1","1","1","1","5","3","1","1","2","라운지/공용공간이 없다","","","","","","","2","1","1","1","회사의 방향성에 구성원의 업무 목표를 연계시키기 용이|회사에 대한 구성원의 신뢰 증진|공동체 의식 & 조직 소속감 증진","선택","선택","미선택","선택","미선택","미선택","미선택",""
"2025","1469","id_zcnpv4y9","anon_01K5DAQ4XV224SFKYV1MHX46ZW","남","56","86세대(1964-1969)","서울","서울","1,000인 이상","서울특별시","IT/통신","","중견/중소기업","","관리자급","20년이상","10년이상-15년미만","기획/전략","","주 5일","4","3","2","","3","2","4","3","4","4","4","2","4","6","4","5","3","4","3","4","2","5","3","1","3","3","3","3","3","5","5","5","3","4","4","5","5","5","5","4","5","5","4","4","4","3","4","4","4","5","5","5","6","5","5","4","5","5","4","5","5.33","4.67","4.75","고정좌석제 (지정된 개인 책상 사용)","","고정좌석제 (지정된 개인 책상 사용)","","4","2","4","2","4","4","1","1","4","4","3","3","5","5","4","3","3","4","3","라운지/공용공간이 있다","2","3","2","1","1","2","2","2","1","2","회사의 방향성에 구성원의 업무 목표를 연계시키기 용이|회사에 대한 구성원의 신뢰 증진|업무 몰입도 증진|공동체 의식 & 조직 소속감 증진|심리적 안전감 증진|일하는 공간에 대한 구성원들의 만족도 증진","선택","선택","선택","선택","선택","선택","미선택",""
"2025","1470","id_r9343izl","anon_01K5DAQ4XVQA12G79J1DRS07FW","남","26","Z세대(1996-2004)","서울","서울","100~299인","경기도","제약/바이오","","대기업","","실무진급","1년이상-5년미만","1년이상-5년미만","경영지원(총무, 인사, 회계 등)","","주 5일","4","3","","3","4","4","4","4","2","5","5","5","4","5","6","3","6","6","2","3","4","5","3","4","4","2","4","3","3","4","4","4","4","4","4","5","3","7","4","4","6","5","4","3","3","3","2","3","5","4","6","5","4","3","6","5","5","4","3.33","5","4.33","4.67","4.33","고정+자율좌석제 혼합","","자율좌석제 (지정된 자리 없이 원하는 자리 예약 사용)","","3","3","3","3","3","2","3","4","2","4","2","4","5","4","5","2","4","4","4","라운지/공용공간이 있다","1","2","4","3","4","5","3","2","4","2","회사에 대한 구성원의 신뢰 증진","미선택","선택","미선택","미선택","미선택","미선택","미선택",""
"2025","1471","id_8zl45ix6","anon_01K5DAQ4XV1KADHYG0EKCV929B","여","32","후기 밀레니얼(1989-1995)","경기","서울 외 수도권","1,000인 이상","서울특별시","유통/판매","","대기업","","실무진급","5년이상-10년미만","1년이상-5년미만","IT/개발/데이터","","주 3일","4","5","","3","3","3","3","3","3","6","6","7","4","5","6","4","4","7","7","7","7","7","7","4","4","6","7","5","5","6","4","4","6","4","7","5","6","5","6","6","6","6","5","7","7","7","6","6","4","7","5","6","6","5","6","7","5","6","5.33","6","5.67","6","5.75","자율좌석제 (지정된 자리 없이 원하는 자리 예약 사용)","","자율좌석제 (지정된 자리 없이 원하는 자리 예약 사용)","","1","1","2","4","5","5","1","1","5","5","5","3","5","5","5","3","3","3","4","라운지/공용공간이 있다","5","5","5","5","4","5","1","5","3","1","회사의 방향성에 구성원의 업무 목표를 연계시키기 용이|회사에 대한 구성원의 신뢰 증진|심리적 안전감 증진","선택","선택","미선택","미선택","선택","미선택","미선택",""
"2025","1472","id_9x8j50d0","anon_01K5DAQ4XV2PKB7SYT6THVH4S5","남","32","후기 밀레니얼(1989-1995)","경기","서울 외 수도권","1,000인 이상","경기도","제조/생산","","대기업","","실무진급","5년이상-10년미만","5년이상-10년미만","생산/제조","","주 5일","2","2","","4","4","2","4","4","4","5","3","5","5","5","5","5","6","5","3","5","4","5","6","5","4","5","5","5","5","2","2","2","1","2","5","5","5","6","5","5","6","4","6","5","4","4","5","6","4","6","6","6","5","6","5","5","5","5","5","6","5.33","5","5.33","고정좌석제 (지정된 개인 책상 사용)","","고정좌석제 (지정된 개인 책상 사용)","","3","3","4","4","4","4","4","3","4","2","4","4","4","4","3","4","4","3","4","라운지/공용공간이 있다","4","4","5","3","4","2","2","3","4","5","회사에 대한 구성원의 신뢰 증진|업무 몰입도 증진|심리적 안전감 증진","미선택","선택","선택","미선택","선택","미선택","미선택",""
"2025","1473","id_nsbpf5x7","anon_01K5DAQ4XVR7D1G54T16MYNSA5","남","35","후기 밀레니얼(1989-1995)","서울","서울","1,000인 이상","서울특별시","IT/통신","","대기업","","실무진급","5년이상-10년미만","5년이상-10년미만","경영지원(총무, 인사, 회계 등)","","주 5일","1","1","","2","4","3","4","4","3","4","4","4","5","3","4","2","2","2","2","2","2","2","2","2","6","6","6","2","2","6","3","3","6","6","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","3","3","4","2","3","3","2.33","2","3.33","2.67","2.58","고정+자율좌석제 혼합","","고정좌석제 (지정된 개인 책상 사용)","","3","3","3","3","3","3","4","3","4","3","2","3","4","3","4","3","3","3","2","라운지/공용공간이 있다","3","3","3","3","1","1","2","3","2","3","회사에 대한 구성원의 신뢰 증진|업무 몰입도 증진|공동체 의식 & 조직 소속감 증진|심리적 안전감 증진|일하는 공간에 대한 구성원들의 만족도 증진","미선택","선택","선택","선택","선택","선택","미선택",""
"2025","1474","id_6whoy6yk","anon_01K5DAQ4XVEZ8TDA0E2JRE5MW5","여","35","후기 밀레니얼(1989-1995)","서울","서울","1,000인 이상","서울특별시","IT/통신","","대기업","","실무진급","5년이상-10년미만","1년이상-5년미만","디자인","","주 5일","2","4","","2","4","2","4","3","2","6","5","2","3","2","2","3","2","2","1","6","2","6","3","3","3","5","5","3","3","5","3","3","2","2","1","6","3","3","2","5","5","1","3","3","5","5","7","2","7","7","7","7","6","6","5","7","7","7","5.33","7","5.67","7","6.25","고정좌석제 (지정된 개인 책상 사용)","","자율좌석제 (지정된 자리 없이 원하는 자리 예약 사용)","","2","4","3","4","4","5","2","1","2","3","4","3","4","4","2","4","3","5","4","라운지/공용공간이 있다","4","4","2","3","1","4","2","2","1","2","회사에 대한 구성원의 신뢰 증진|심리적 안전감 증진|일하는 공간에 대한 구성원들의 만족도 증진","미선택","선택","미선택","미선택","선택","선택","미선택",""
"2025","1475","id_rdrdxor8","anon_01K5DAQ4XV9CTNGCJZBES10PKS","여","32","후기 밀레니얼(1989-1995)","서울","서울","300~999인","서울특별시","IT/통신","","중견/중소기업","","실무진급","5년이상-10년미만","5년이상-10년미만","IT/개발/데이터","","주 5일","3","3","","3","2","2","2","2","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","고정좌석제 (지정된 개인 책상 사용)","","고정좌석제 (지정된 개인 책상 사용)","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","라운지/공용공간이 있다","2","3","3","3","3","2","1","2","2","2","업무 몰입도 증진|심리적 안전감 증진|일하는 공간에 대한 구성원들의 만족도 증진","미선택","미선택","선택","미선택","선택","선택","미선택",""
"2025","1476","id_8226l01s","anon_01K5DAQ4XVB4XN7FRTJDEW1C6T","남","33","후기 밀레니얼(1989-1995)","경기","서울 외 수도권","100~299인","경기도","IT/통신","","중견/중소기업","","실무진급","10년이상-15년미만","1년이상-5년미만","IT/개발/데이터","","주 5일","2","4","","4","2","1","1","2","2","6","6","6","5","4","3","3","3","4","2","3","2","3","1","1","2","2","2","2","2","6","6","7","5","5","1","3","3","1","1","1","2","2","3","1","1","1","3","4","4","6","5","6","5","5","3","4","2","2","3.67","5.67","4.33","2.67","4.08","고정좌석제 (지정된 개인 책상 사용)","","고정좌석제 (지정된 개인 책상 사용)","","4","2","2","2","1","3","1","1","5","4","3","2","2","3","2","3","2","1","1","라운지/공용공간이 있다","3","3","2","1","2","1","1","1","1","2","회사의 방향성에 구성원의 업무 목표를 연계시키기 용이|회사에 대한 구성원의 신뢰 증진|업무 몰입도 증진|공동체 의식 & 조직 소속감 증진|심리적 안전감 증진|일하는 공간에 대한 구성원들의 만족도 증진","선택","선택","선택","선택","선택","선택","미선택",""
"2025","1477","id_xns1oag8","anon_01K5DAQ4XVSF1V4C9QPJ1Q2RQP","여","27","Z세대(1996-2004)","대구","5대광역시","100~299인","대구광역시","IT/통신","","중견/중소기업","","실무진급","1년이상-5년미만","1년이상-5년미만","기타(직접 입력)","사업관리","주 5일","4","3","","2","3","3","4","4","4","4","4","3","5","7","7","7","3","7","4","7","1","7","3","7","6","7","7","5","7","4","4","2","4","4","7","6","7","5","4","5","6","5","5","7","5","6","7","6","6","5","4","4","6","6","6","4","5","5","6.33","4.33","6","4.67","5.33","고정좌석제 (지정된 개인 책상 사용)","","고정좌석제 (지정된 개인 책상 사용)","","5","2","5","4","5","5","4","2","3","4","5","5","5","5","5","5","5","5","3","라운지/공용공간이 있다","5","5","5","5","3","3","5","3","2","5","회사에 대한 구성원의 신뢰 증진|업무 몰입도 증진|공동체 의식 & 조직 소속감 증진|심리적 안전감 증진|일하는 공간에 대한 구성원들의 만족도 증진","미선택","선택","선택","선택","선택","선택","미선택",""
"2025","1478","id_85b5urc4","anon_01K5DAQ4XVP5CWEFT39FRJGGFA","여","48","X세대(1970-1980)","경기","서울 외 수도권","1,000인 이상","서울특별시","법무/세무/회계","","중견/중소기업","","관리자급","20년이상","20년이상","경영지원(총무, 인사, 회계 등)","","주 5일","3","3","4","","1","1","3","1","2","6","4","4","5","5","5","5","5","5","5","5","5","5","5","4","4","3","4","4","4","4","3","3","3","4","4","4","4","4","4","4","4","4","4","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","고정좌석제 (지정된 개인 책상 사용)","","고정좌석제 (지정된 개인 책상 사용)","","4","4","4","1","3","4","1","2","2","1","5","3","3","4","4","4","3","3","3","라운지/공용공간이 있다","5","5","4","3","1","4","1","2","1","1","업무 몰입도 증진|일하는 공간에 대한 구성원들의 만족도 증진","미선택","미선택","선택","미선택","미선택","선택","미선택",""
"2025","1479","id_6dmjspph","anon_01K5DAQ4XVY2S610DP6VBWTKJB","여","47","X세대(1970-1980)","경기","서울 외 수도권","100~299인","경기도","유통/판매","","중견/중소기업","","실무진급","20년이상","1년이상-5년미만","영업","","주 5일","2","1","","3","1","1","1","1","1","6","1","2","2","2","2","1","1","2","1","1","1","1","1","1","4","1","1","1","1","4","6","4","3","5","2","2","1","1","1","1","2","2","1","1","1","1","5","3","4","5","5","1","2","5","1","4","3","2","4","3.67","2.67","3","3.33","고정좌석제 (지정된 개인 책상 사용)","","자율좌석제 (지정된 자리 없이 원하는 자리 예약 사용)","","4","2","3","2","2","2","1","2","2","1","2","1","2","2","2","2","1","2","2","라운지/공용공간이 없다","","","","","","","1","1","1","2","업무 몰입도 증진|일하는 공간에 대한 구성원들의 만족도 증진","미선택","미선택","선택","미선택","미선택","선택","미선택",""
"2025","1480","id_zizd2e9i","anon_01K5DAQ4XVBGG6DKMSHNJM9BNK","여","48","X세대(1970-1980)","서울","서울","100~299인","서울특별시","제조/생산","","중견/중소기업","","관리자급","10년이상-15년미만","10년이상-15년미만","경영지원(총무, 인사, 회계 등)","","주 5일","4","4","4","","5","5","4","4","4","6","5","5","2","7","5","5","4","6","5","5","5","4","5","5","5","6","6","5","3","5","6","6","6","6","4","5","6","5","5","5","6","6","6","6","5","6","7","4","7","6","6","6","6","6","6","7","6","6","6","6","6","6.33","6.08","고정좌석제 (지정된 개인 책상 사용)","","고정좌석제 (지정된 개인 책상 사용)","","3","3","1","3","3","3","3","2","4","4","4","4","3","4","4","3","4","2","3","라운지/공용공간이 있다","4","4","3","2","3","3","2","3","3","2","업무 몰입도 증진|공동체 의식 & 조직 소속감 증진|일하는 공간에 대한 구성원들의 만족도 증진","미선택","미선택","선택","선택","미선택","선택","미선택",""
"2025","1481","id_rb8tecju","anon_01K5DAQ4XV0G895TXX1R8H0E1J","여","30","후기 밀레니얼(1989-1995)","서울","서울","100~299인","서울특별시","미디어/광고","","중견/중소기업","","실무진급","5년이상-10년미만","5년이상-10년미만","마케팅/광고/홍보","","주 5일","2","4","","2","3","5","2","3","3","6","5","7","6","7","5","5","5","5","5","5","5","5","4","2","5","4","5","5","5","7","6","6","6","7","7","4","5","4","6","3","5","3","4","5","5","4","4","5","5","3","4","4","4","3","4","2","3","2","4.67","3.67","3.67","2.33","3.58","자율좌석제 (지정된 자리 없이 원하는 자리 예약 사용)","","자율좌석제 (지정된 자리 없이 원하는 자리 예약 사용)","","3","1","2","2","3","4","2","2","5","5","3","3","3","3","5","3","3","4","1","라운지/공용공간이 있다","4","4","4","2","3","2","2","4","2","3","업무 몰입도 증진|심리적 안전감 증진|일하는 공간에 대한 구성원들의 만족도 증진","미선택","미선택","선택","미선택","선택","선택","미선택",""
"2025","1482","id_cazaz0hd","anon_01K5DAQ4XV0CQH9EJRPWZA7SN0","남","59","86세대(1964-1969)","서울","서울","1,000인 이상","인천광역시","제조/생산","","대기업","","실무진급","20년이상","20년이상","기타(직접 입력)","고객케어및 서비스","주 5일","4","2","","2","1","2","2","2","2","4","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","4","2","2","2","2","3","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","6","6","5","6","6","5","5","6","5","5","5.67","5.67","5.33","5.42","고정좌석제 (지정된 개인 책상 사용)","","고정좌석제 (지정된 개인 책상 사용)","","3","3","3","4","4","4","3","3","3","3","3","3","2","2","2","3","3","2","2","라운지/공용공간이 없다","","","","","","","2","2","2","2","업무 몰입도 증진|심리적 안전감 증진|일하는 공간에 대한 구성원들의 만족도 증진","미선택","미선택","선택","미선택","선택","선택","미선택",""
"2025","1483","id_6zl8fpi1","anon_01K5DAQ4XVKMZY1484G004RF9A","남","48","X세대(1970-1980)","서울","서울","300~999인","서울특별시","제조/생산","","중견/중소기업","","임원급","20년이상","1년 미만","경영지원(총무, 인사, 회계 등)","","주 5일","4","3","4","","4","3","4","4","4","6","6","6","4","3","5","5","6","3","4","3","5","5","5","3","5","6","6","5","5","4","3","3","3","5","3","3","4","3","3","4","4","3","4","6","5","6","7","3","7","7","6","7","7","7","7","6","3","7","5.67","6.67","7","5.33","6.17","고정좌석제 (지정된 개인 책상 사용)","","고정좌석제 (지정된 개인 책상 사용)","","5","5","5","5","5","4","4","5","4","3","4","4","3","3","4","4","4","4","4","라운지/공용공간이 있다","3","5","4","4","4","3","4","3","3","4","업무 몰입도 증진|심리적 안전감 증진|일하는 공간에 대한 구성원들의 만족도 증진","미선택","미선택","선택","미선택","선택","선택","미선택",""
