question_no,category_1,category_2,question_label,question_full,response_options,response_type,value_count,value_code_map,number_unit,other_input_expected,data_column_role,dashboard_value_type,formula
Q66_M2,물리적 환경,오피스 공간 일반,"오피스 내 환경 개선 요소__개인 맞춤 환경 세팅을 위한 요소 (높이 조절 책상/태스크체어, 개인 조명 등)",다음 중 우리 기업의 오피스에 마련되어 있는 환경 개선 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q66_M3,물리적 환경,오피스 공간 일반,"오피스 내 환경 개선 요소__소음 개선을 위한 요소 (배경 음악, 바닥 카펫, 흡음재 등)",다음 중 우리 기업의 오피스에 마련되어 있는 환경 개선 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q66_M4,물리적 환경,오피스 공간 일반,"오피스 내 환경 개선 요소__공기질 개선을 위한 요소 (식물, 제습기, 가습기, 공기청정기 등)",다음 중 우리 기업의 오피스에 마련되어 있는 환경 개선 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q66_M5,물리적 환경,오피스 공간 일반,"오피스 내 환경 개선 요소__편안한 업무 분위기 조성을 위한 요소 (향기 디퓨저, 그래픽적 인테리어 요소)",다음 중 우리 기업의 오피스에 마련되어 있는 환경 개선 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q66_M6,물리적 환경,오피스 공간 일반,"오피스 내 환경 개선 요소__유연한 업무 행태를 보조하기 위한 요소 (이동식 콘센트/배터리 충전 스테이션, 로봇 등)",다음 중 우리 기업의 오피스에 마련되어 있는 환경 개선 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q66_M7,물리적 환경,오피스 공간 일반,오피스 내 환경 개선 요소__기타 (직접 입력),다음 중 우리 기업의 오피스에 마련되어 있는 환경 개선 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q66_M7_TEXT,물리적 환경,오피스 공간 일반,오피스 내 환경 개선 요소__기타_텍스트,다음 중 우리 기업의 오피스에 마련되어 있는 환경 개선 요소를 모두 선택해주세요.,,객관식 중복,,,,Y,expanded,text,
Q67,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,마련되어 있는 것 없음|다목적 워크 라운지|워크숍 룸|별도 집중 업무 공간|콰이엇 존/테크프리(Tech-free) 존|야외 업무 공간|메이커 스페이스 (시제품 제작 공간)|촬영 스튜디오|라이브러리|카페테리아|플레이 룸/게임 룸|운동 경기장/러닝 트렉|의료실/헬스케어 센터/멘탈케어 센터|피트니스 센터|어린이집/보육원/데이케어 센터|수면실/샤워실|양치실|명상실|편의점|세탁소/런드리 룸|자전거 보관실/거치대|문서수발실/우편실|기타 (직접 입력),객관식 중복,23,1=마련되어 있는 것 없음|2=다목적 워크 라운지|3=워크숍 룸|4=별도 집중 업무 공간|5=콰이엇 존/테크프리(Tech-free) 존|6=야외 업무 공간|7=메이커 스페이스 (시제품 제작 공간)|8=촬영 스튜디오|9=라이브러리|10=카페테리아|11=플레이 룸/게임 룸|12=운동 경기장/러닝 트렉|13=의료실/헬스케어 센터/멘탈케어 센터|14=피트니스 센터|15=어린이집/보육원/데이케어 센터|16=수면실/샤워실|17=양치실|18=명상실|19=편의점|20=세탁소/런드리 룸|21=자전거 보관실/거치대|22=문서수발실/우편실|23=기타 (직접 입력),,Y,raw,label,
Q67_M1,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__마련되어 있는 것 없음,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M2,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__다목적 워크 라운지,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M3,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__워크숍 룸,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M4,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__별도 집중 업무 공간,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M5,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__콰이엇 존/테크프리(Tech-free) 존,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M6,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__야외 업무 공간,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M7,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__메이커 스페이스 (시제품 제작 공간),다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M8,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__촬영 스튜디오,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M9,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__라이브러리,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M10,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__카페테리아,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M11,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__플레이 룸/게임 룸,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M12,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__운동 경기장/러닝 트렉,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M13,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__의료실/헬스케어 센터/멘탈케어 센터,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M14,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__피트니스 센터,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M15,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__어린이집/보육원/데이케어 센터,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M16,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__수면실/샤워실,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M17,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__양치실,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M18,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__명상실,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M19,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__편의점,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M20,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__세탁소/런드리 룸,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M21,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__자전거 보관실/거치대,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M22,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__문서수발실/우편실,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M23,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__기타 (직접 입력),다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q67_M23_TEXT,물리적 환경,오피스 공간 일반,지원 공간 및 편의 시설__기타_텍스트,다음 중 우리 기업의 오피스에 마련되어 있는 업무 지원 공간 및 생활 편의 시설을 모두 선택해주세요.,,객관식 중복,,,,Y,expanded,text,
Q68,물리적 환경,오피스 공간 일반,협업 공간 요소,다음 중 우리 기업의 협업 공간에 마련되어 있는 요소를 모두 선택해주세요.,"보기 중 마련되어 있는 것 없음|화상 회의 시스템 (카메라, 마이크, 디스플레이 등)|이동형 테이블/의자|스탠딩 테이블/바 스툴|소파|화이트 보드|계단식 스탠드|회의 보조용 AI/로봇|기타(직접 입력)",객관식 중복,9,"1=보기 중 마련되어 있는 것 없음|2=화상 회의 시스템 (카메라, 마이크, 디스플레이 등)|3=이동형 테이블/의자|4=스탠딩 테이블/바 스툴|5=소파|6=화이트 보드|7=계단식 스탠드|8=회의 보조용 AI/로봇|9=기타(직접 입력)",,Y,raw,label,
Q68_M1,물리적 환경,오피스 공간 일반,협업 공간 요소__보기 중 마련되어 있는 것 없음,다음 중 우리 기업의 협업 공간에 마련되어 있는 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q68_M2,물리적 환경,오피스 공간 일반,"협업 공간 요소__화상 회의 시스템 (카메라, 마이크, 디스플레이 등)",다음 중 우리 기업의 협업 공간에 마련되어 있는 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q68_M3,물리적 환경,오피스 공간 일반,협업 공간 요소__이동형 테이블/의자,다음 중 우리 기업의 협업 공간에 마련되어 있는 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q68_M4,물리적 환경,오피스 공간 일반,협업 공간 요소__스탠딩 테이블/바 스툴,다음 중 우리 기업의 협업 공간에 마련되어 있는 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q68_M5,물리적 환경,오피스 공간 일반,협업 공간 요소__소파,다음 중 우리 기업의 협업 공간에 마련되어 있는 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q68_M6,물리적 환경,오피스 공간 일반,협업 공간 요소__화이트 보드,다음 중 우리 기업의 협업 공간에 마련되어 있는 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q68_M7,물리적 환경,오피스 공간 일반,협업 공간 요소__계단식 스탠드,다음 중 우리 기업의 협업 공간에 마련되어 있는 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q68_M8,물리적 환경,오피스 공간 일반,협업 공간 요소__회의 보조용 AI/로봇,다음 중 우리 기업의 협업 공간에 마련되어 있는 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q68_M9,물리적 환경,오피스 공간 일반,협업 공간 요소__기타(직접 입력),다음 중 우리 기업의 협업 공간에 마련되어 있는 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q68_M9_TEXT,물리적 환경,오피스 공간 일반,협업 공간 요소__기타_텍스트,다음 중 우리 기업의 협업 공간에 마련되어 있는 요소를 모두 선택해주세요.,,객관식 중복,,,,Y,expanded,text,
Q69,물리적 환경,경험적 측면,오피스는 기능 공간인가(동의 여부),"다음 문장에 대해 얼마나 동의하시나요? - 오피스는 특정 목표(업무 능률 증진, 과업 목표 달성 등)를 달성하기 위한 수단이다. 목표 달성을 위한 기능적 측면을 강화해야 한다.",전혀 동의하지 않는다|동의하지 않는다|보통이다|동의한다|매우 동의한다,객관식 척도,5,1=전혀 동의하지 않는다|2=동의하지 않는다|3=보통이다|4=동의한다|5=매우 동의한다,,N,raw,score,
Q70,물리적 환경,경험적 측면,오피스는 생활 공간인가(동의 여부),"다음 문장에 대해 얼마나 동의하시나요? - 오피스는 조직 구성원들이 근무 시간 동안 지내는 일종의 생활 공간이다. 구성원들이 원하는 분위기, 감성, 편의성도 업무 보조 기능에 준하는 중요한 요소이다.",전혀 동의하지 않는다|동의하지 않는다|보통이다|동의한다|매우 동의한다,객관식 척도,5,1=전혀 동의하지 않는다|2=동의하지 않는다|3=보통이다|4=동의한다|5=매우 동의한다,,N,raw,score,
Q71,물리적 환경,경험적 측면,오피스에서 일만 하고 싶다 vs 일 외적인 활동도 하고 싶다,다음 중 더 선호하는 것을 선택해주세요.,오피스에서는 일만 하는 것이 좋다.|오피스에서 일 외적인 소통이나 활동도 하는 것이 좋다.,객관식 단일,2,1=오피스에서는 일만 하는 것이 좋다.|2=오피스에서 일 외적인 소통이나 활동도 하는 것이 좋다.,,N,raw,label,
Q72,물리적 환경,경험적 측면,오피스에 조직문화가 잘 반영되어 있는가,우리 회사의 공간은 기업의 조직문화와 핵심가치를 잘 반영하고 있나요?,그렇지 못하다|그렇다,객관식 단일,2,1=그렇지 못하다|2=그렇다,,N,raw,label,
Q73,물리적 환경,경험적 측면,조직 문화를 반영한 오피스에 대한 인식,조직문화와 핵심가치가 잘 반영된 오피스는 구성원들에게 어떤 긍정적인 효과가 있다고 생각하시나요? 모두 선택해 주세요.,회사의 방향성에 구성원의 업무목표를 연계시키기 용이|회사에 대한 구성원들의 신뢰 증진|업무 몰입도 증진|공동체 의식&조직 소속감 증진|심리적 안정감 증진|일하는 공간에 대한 구성원들의 만족도 증진|기타 (직접 입력),객관식 중복,7,1=회사의 방향성에 구성원의 업무목표를 연계시키기 용이|2=회사에 대한 구성원들의 신뢰 증진|3=업무 몰입도 증진|4=공동체 의식&조직 소속감 증진|5=심리적 안정감 증진|6=일하는 공간에 대한 구성원들의 만족도 증진|7=기타 (직접 입력),,Y,raw,label,
Q73_M1,물리적 환경,경험적 측면,조직 문화를 반영한 오피스에 대한 인식__회사의 방향성에 구성원의 업무목표를 연계시키기 용이,조직문화와 핵심가치가 잘 반영된 오피스는 구성원들에게 어떤 긍정적인 효과가 있다고 생각하시나요? 모두 선택해 주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q73_M2,물리적 환경,경험적 측면,조직 문화를 반영한 오피스에 대한 인식__회사에 대한 구성원들의 신뢰 증진,조직문화와 핵심가치가 잘 반영된 오피스는 구성원들에게 어떤 긍정적인 효과가 있다고 생각하시나요? 모두 선택해 주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q73_M3,물리적 환경,경험적 측면,조직 문화를 반영한 오피스에 대한 인식__업무 몰입도 증진,조직문화와 핵심가치가 잘 반영된 오피스는 구성원들에게 어떤 긍정적인 효과가 있다고 생각하시나요? 모두 선택해 주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q73_M4,물리적 환경,경험적 측면,조직 문화를 반영한 오피스에 대한 인식__공동체 의식&조직 소속감 증진,조직문화와 핵심가치가 잘 반영된 오피스는 구성원들에게 어떤 긍정적인 효과가 있다고 생각하시나요? 모두 선택해 주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q73_M5,물리적 환경,경험적 측면,조직 문화를 반영한 오피스에 대한 인식__심리적 안정감 증진,조직문화와 핵심가치가 잘 반영된 오피스는 구성원들에게 어떤 긍정적인 효과가 있다고 생각하시나요? 모두 선택해 주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q73_M6,물리적 환경,경험적 측면,조직 문화를 반영한 오피스에 대한 인식__일하는 공간에 대한 구성원들의 만족도 증진,조직문화와 핵심가치가 잘 반영된 오피스는 구성원들에게 어떤 긍정적인 효과가 있다고 생각하시나요? 모두 선택해 주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q73_M7,물리적 환경,경험적 측면,조직 문화를 반영한 오피스에 대한 인식__기타 (직접 입력),조직문화와 핵심가치가 잘 반영된 오피스는 구성원들에게 어떤 긍정적인 효과가 있다고 생각하시나요? 모두 선택해 주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q73_M7_TEXT,물리적 환경,경험적 측면,조직 문화를 반영한 오피스에 대한 인식__기타_텍스트,조직문화와 핵심가치가 잘 반영된 오피스는 구성원들에게 어떤 긍정적인 효과가 있다고 생각하시나요? 모두 선택해 주세요.,,객관식 중복,,,,Y,expanded,text,
Q74,물리적 환경,경험적 측면,오피스 공간 변화에 참여해 본 경험이 있는가,기업의 물리적 환경 변화를 위한 활동*에 참여해본 경험이 있으신가요? 경험이 있으시다면 참여한 방식을 모두 선택해주세요. *개선/교체/정비/디자인,참여 경험이 없다|설문 조사 참여|인터뷰 참여|워크샵 참여|사내 공모 등으로 아이디어 개진|사내 공모 등으로 계획안 및 디자인 제안 참여|기타 (직접 입력),객관식 중복,7,1=참여 경험이 없다|2=설문 조사 참여|3=인터뷰 참여|4=워크샵 참여|5=사내 공모 등으로 아이디어 개진|6=사내 공모 등으로 계획안 및 디자인 제안 참여|7=기타 (직접 입력),,Y,raw,label,
Q74_M1,물리적 환경,경험적 측면,오피스 공간 변화에 참여해 본 경험이 있는가__참여 경험이 없다,기업의 물리적 환경 변화를 위한 활동*에 참여해본 경험이 있으신가요? 경험이 있으시다면 참여한 방식을 모두 선택해주세요. *개선/교체/정비/디자인,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q74_M2,물리적 환경,경험적 측면,오피스 공간 변화에 참여해 본 경험이 있는가__설문 조사 참여,기업의 물리적 환경 변화를 위한 활동*에 참여해본 경험이 있으신가요? 경험이 있으시다면 참여한 방식을 모두 선택해주세요. *개선/교체/정비/디자인,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q74_M3,물리적 환경,경험적 측면,오피스 공간 변화에 참여해 본 경험이 있는가__인터뷰 참여,기업의 물리적 환경 변화를 위한 활동*에 참여해본 경험이 있으신가요? 경험이 있으시다면 참여한 방식을 모두 선택해주세요. *개선/교체/정비/디자인,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q74_M4,물리적 환경,경험적 측면,오피스 공간 변화에 참여해 본 경험이 있는가__워크샵 참여,기업의 물리적 환경 변화를 위한 활동*에 참여해본 경험이 있으신가요? 경험이 있으시다면 참여한 방식을 모두 선택해주세요. *개선/교체/정비/디자인,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q74_M5,물리적 환경,경험적 측면,오피스 공간 변화에 참여해 본 경험이 있는가__사내 공모 등으로 아이디어 개진,기업의 물리적 환경 변화를 위한 활동*에 참여해본 경험이 있으신가요? 경험이 있으시다면 참여한 방식을 모두 선택해주세요. *개선/교체/정비/디자인,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q74_M6,물리적 환경,경험적 측면,오피스 공간 변화에 참여해 본 경험이 있는가__사내 공모 등으로 계획안 및 디자인 제안 참여,기업의 물리적 환경 변화를 위한 활동*에 참여해본 경험이 있으신가요? 경험이 있으시다면 참여한 방식을 모두 선택해주세요. *개선/교체/정비/디자인,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q74_M7,물리적 환경,경험적 측면,오피스 공간 변화에 참여해 본 경험이 있는가__기타 (직접 입력),기업의 물리적 환경 변화를 위한 활동*에 참여해본 경험이 있으신가요? 경험이 있으시다면 참여한 방식을 모두 선택해주세요. *개선/교체/정비/디자인,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q74_TEXT,물리적 환경,경험적 측면,오피스 공간 변화에 참여해 본 경험이 있는가__기타_텍스트,기업의 물리적 환경 변화를 위한 활동*에 참여해본 경험이 있으신가요? 경험이 있으시다면 참여한 방식을 모두 선택해주세요. *개선/교체/정비/디자인,,객관식 중복,,,,Y,expanded,text,
Q75,물리적 환경,경험적 측면,오피스 공간 변화에 참여해 본 경험에 대한 평가,물리적 환경 변화에 참여했던 경험을 어떻게 평가하시나요?,긍정적인 경험|부정적인 경험|긍정적&부정적 둘 다,객관식 단일,3,1=긍정적인 경험|2=부정적인 경험|3=긍정적&부정적 둘 다,,N,raw,label,
Q76,물리적 환경,경험적 측면,오피스 공간 변화 참여 경험_긍정적 평가 이유,기업의 물리적 환경에 변화를 만들어내는 프로세스에 직접 참여하는 경험은 어떤 점에서 긍정적인 경험이었다고 생각하시나요? 모두 선택해주세요.,해당 참여 경험이 업무 성과로 인정 받았다.|조직 소속감이 증진됐다|조직이 직원 개개인을 ‘소중히 한다/배려한다’는 생각이 들었다.|내가 근무하고 있는 물리적 환경에 애정 또는 주인 의식이 생겼다.|나의 의견이 실제 공간에 반영되면서 업무 효율에 긍정적인 영향을 주었다.|새로운 동료들과 새롭게 협업 해 볼 수 있었다.|기타 (직접 입력),객관식 중복,7,1=해당 참여 경험이 업무 성과로 인정 받았다.|2=조직 소속감이 증진됐다|3=조직이 직원 개개인을 ‘소중히 한다/배려한다’는 생각이 들었다.|4=내가 근무하고 있는 물리적 환경에 애정 또는 주인 의식이 생겼다.|5=나의 의견이 실제 공간에 반영되면서 업무 효율에 긍정적인 영향을 주었다.|6=새로운 동료들과 새롭게 협업 해 볼 수 있었다.|7=기타 (직접 입력),,Y,raw,label,
Q76_M1,물리적 환경,경험적 측면,오피스 공간 변화 참여 경험_긍정적 평가 이유__해당 참여 경험이 업무 성과로 인정 받았다.,기업의 물리적 환경에 변화를 만들어내는 프로세스에 직접 참여하는 경험은 어떤 점에서 긍정적인 경험이었다고 생각하시나요? 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q76_M2,물리적 환경,경험적 측면,오피스 공간 변화 참여 경험_긍정적 평가 이유__조직 소속감이 증진됐다,기업의 물리적 환경에 변화를 만들어내는 프로세스에 직접 참여하는 경험은 어떤 점에서 긍정적인 경험이었다고 생각하시나요? 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q76_M3,물리적 환경,경험적 측면,오피스 공간 변화 참여 경험_긍정적 평가 이유__조직이 직원 개개인을 ‘소중히 한다/배려한다’는 생각이 들었다.,기업의 물리적 환경에 변화를 만들어내는 프로세스에 직접 참여하는 경험은 어떤 점에서 긍정적인 경험이었다고 생각하시나요? 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q76_M4,물리적 환경,경험적 측면,오피스 공간 변화 참여 경험_긍정적 평가 이유__내가 근무하고 있는 물리적 환경에 애정 또는 주인 의식이 생겼다.,기업의 물리적 환경에 변화를 만들어내는 프로세스에 직접 참여하는 경험은 어떤 점에서 긍정적인 경험이었다고 생각하시나요? 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q76_M5,물리적 환경,경험적 측면,오피스 공간 변화 참여 경험_긍정적 평가 이유__나의 의견이 실제 공간에 반영되면서 업무 효율에 긍정적인 영향을 주었다.,기업의 물리적 환경에 변화를 만들어내는 프로세스에 직접 참여하는 경험은 어떤 점에서 긍정적인 경험이었다고 생각하시나요? 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q76_M6,물리적 환경,경험적 측면,오피스 공간 변화 참여 경험_긍정적 평가 이유__새로운 동료들과 새롭게 협업 해 볼 수 있었다.,기업의 물리적 환경에 변화를 만들어내는 프로세스에 직접 참여하는 경험은 어떤 점에서 긍정적인 경험이었다고 생각하시나요? 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q76_M7,물리적 환경,경험적 측면,오피스 공간 변화 참여 경험_긍정적 평가 이유__기타 (직접 입력),기업의 물리적 환경에 변화를 만들어내는 프로세스에 직접 참여하는 경험은 어떤 점에서 긍정적인 경험이었다고 생각하시나요? 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q76_M7_TEXT,물리적 환경,경험적 측면,오피스 공간 변화 참여 경험_긍정적 평가 이유__기타_텍스트,기업의 물리적 환경에 변화를 만들어내는 프로세스에 직접 참여하는 경험은 어떤 점에서 긍정적인 경험이었다고 생각하시나요? 모두 선택해주세요.,,객관식 중복,,,,Y,expanded,text,
Q77,물리적 환경,경험적 측면,오피스 공간 변화 참여 경험_부정적 평가 이유,기업의 물리적 환경에 변화를 만들어내는 프로세스에 직접 참여하는 경험은 어떤 점에서 부정적인 경험이었다고 생각하시나요? 모두 선택해주세요.,기존 업무에 무리/방해가 되었다.|개선 목표가 불명확하고 담당 부서의 개선 의지가 안 느껴졌다.|업무시간을 할애해 참여했지만 합당한 성과 인정이나 보상이 없었다.|논의 과정과 의견 반영 여부에 대한 충분한 공유가 없었다.|의견이 제대로 받아 들여지지 않았다.|공정하지 않은 기준으로 일이 진행되었다.|기타 (직접 입력),객관식 중복,7,1=기존 업무에 무리/방해가 되었다.|2=개선 목표가 불명확하고 담당 부서의 개선 의지가 안 느껴졌다.|3=업무시간을 할애해 참여했지만 합당한 성과 인정이나 보상이 없었다.|4=논의 과정과 의견 반영 여부에 대한 충분한 공유가 없었다.|5=의견이 제대로 받아 들여지지 않았다.|6=공정하지 않은 기준으로 일이 진행되었다.|7=기타 (직접 입력),,Y,raw,label,
Q77_M1,물리적 환경,경험적 측면,오피스 공간 변화 참여 경험_부정적 평가 이유__기존 업무에 무리/방해가 되었다.,기업의 물리적 환경에 변화를 만들어내는 프로세스에 직접 참여하는 경험은 어떤 점에서 부정적인 경험이었다고 생각하시나요? 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q77_M2,물리적 환경,경험적 측면,오피스 공간 변화 참여 경험_부정적 평가 이유__개선 목표가 불명확하고 담당 부서의 개선 의지가 안 느껴졌다.,기업의 물리적 환경에 변화를 만들어내는 프로세스에 직접 참여하는 경험은 어떤 점에서 부정적인 경험이었다고 생각하시나요? 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
